WigleWifi-1.4,appRelease=pi-gadget,model=RaspberryPi,release=1.0,device=Pi,display=,board=,brand=RPi,star=Sol,body=3,subBody=0
MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
78:8A:20:57:C5:CC,WWU-HWauth,[OPEN],2026-03-02 15:49:56,6,2437,-77,46.04838056,-118.39150828,0,10,WIFI
28:70:4E:62:D9:92,WWU-HWauth,[OPEN],2026-03-02 15:49:56,6,2437,-69,46.04838056,-118.39150828,0,10,WIFI
2E:70:4E:62:D9:92,WWU-Guest,[OPEN],2026-03-02 15:49:56,6,2437,-75,46.04838056,-118.39150828,0,10,WIFI
FE:9F:C2:6B:2B:2F,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:49:56,6,2437,-68,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:EC:0C,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:49:56,1,2412,-81,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:EB:F2,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:49:56,1,2412,-80,46.04838056,-118.39150828,0,10,WIFI
F0:9F:C2:CC:75:77,WWU-HWauth,[OPEN],2026-03-02 15:49:56,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
FE:9F:C2:CC:75:77,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:49:56,1,2412,-78,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:FA:73,WWU-Guest,[OPEN],2026-03-02 15:50:06,1,2412,-65,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:FA:73,WWU-HWauth,[OPEN],2026-03-02 15:50:06,1,2412,-53,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:E9:5C,WWU-Guest,[OPEN],2026-03-02 15:50:06,1,2412,-72,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:E9:5C,WWU-HWauth,[OPEN],2026-03-02 15:50:06,1,2412,-73,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:5A:E9:5C,Resnet,[WPA2],2026-03-02 15:50:06,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:E9:5C,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,1,2412,-72,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F8:46,WWU-HWauth,[OPEN],2026-03-02 15:50:06,1,2412,-79,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F8:46,WWU-Guest,[OPEN],2026-03-02 15:50:06,1,2412,-83,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F8:46,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,1,2412,-82,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:E9:BB,WWU-HWauth,[OPEN],2026-03-02 15:50:06,1,2412,-64,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:E9:BB,WWU-Guest,[OPEN],2026-03-02 15:50:06,1,2412,-74,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:EF:2F,WWU-HWauth,[OPEN],2026-03-02 15:50:06,1,2412,-72,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:EF:2F,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,1,2412,-74,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:FA:73,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,1,2412,-68,46.04838056,-118.39150828,0,10,WIFI
D8:B3:70:88:23:D4,WWU-HWauth,[OPEN],2026-03-02 15:50:06,6,2437,-82,46.04838056,-118.39150828,0,10,WIFI
E6:B3:70:88:23:D4,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,6,2437,-82,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:EC:3E,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,6,2437,-67,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:E8:7F,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,6,2437,-79,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:D4:01:89,,[WPA2],2026-03-02 15:50:06,6,2437,-68,46.04838056,-118.39150828,0,10,WIFI
7E:A7:41:F4:61:96,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,6,2437,-71,46.04838056,-118.39150828,0,10,WIFI
76:A7:41:F4:61:96,WWU-Guest,[OPEN],2026-03-02 15:50:06,6,2437,-73,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:E8:1F,WWU-Guest,[OPEN],2026-03-02 15:50:06,6,2437,-83,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F3:D9,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,6,2437,-71,46.04838056,-118.39150828,0,10,WIFI
72:A7:41:94:01:89,Nasral Navas,[WPA3],2026-03-02 15:50:06,6,2437,-69,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:C5:CC,WWU-Guest,[OPEN],2026-03-02 15:50:06,6,2437,-80,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:C5:CC,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,6,2437,-82,46.04838056,-118.39150828,0,10,WIFI
26:39:F9:7C:C1:59,Goreliy Dranik,[WPA2],2026-03-02 15:50:06,6,2437,-19,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:C3:9F,WWU-Guest,[OPEN],2026-03-02 15:50:06,6,2437,-79,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:C3:9F,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:06,6,2437,-80,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:EC:3E,WWU-Guest,[OPEN],2026-03-02 15:50:06,6,2437,-68,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:C3:9F,WWU-HWauth,[OPEN],2026-03-02 15:50:06,6,2437,-82,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:EC:3E,WWU-Guest,[OPEN],2026-03-02 15:50:15,6,2437,-79,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:EC:3E,WWU-HWauth,[OPEN],2026-03-02 15:50:15,6,2437,-76,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:EC:3E,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,6,2437,-76,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:E8:7F,WWU-Guest,[OPEN],2026-03-02 15:50:15,6,2437,-67,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:E8:7F,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,6,2437,-73,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:EB:26,WWU-HWauth,[OPEN],2026-03-02 15:50:15,6,2437,-78,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:D4:01:89,,[WPA2],2026-03-02 15:50:15,6,2437,-57,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F3:D9,WWU-Guest,[OPEN],2026-03-02 15:50:15,6,2437,-76,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F3:D9,WWU-HWauth,[OPEN],2026-03-02 15:50:15,6,2437,-72,46.04838056,-118.39150828,0,10,WIFI
26:39:F9:7C:C1:59,Goreliy Dranik,[WPA2],2026-03-02 15:50:15,6,2437,-30,46.04838056,-118.39150828,0,10,WIFI
72:A7:41:94:01:89,Nasral Navas,[WPA3],2026-03-02 15:50:15,6,2437,-58,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:F4:61:96,WWU-HWauth,[OPEN],2026-03-02 15:50:15,6,2437,-74,46.04838056,-118.39150828,0,10,WIFI
76:A7:41:F4:61:96,WWU-Guest,[OPEN],2026-03-02 15:50:15,6,2437,-81,46.04838056,-118.39150828,0,10,WIFI
E6:B3:70:88:23:D4,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,6,2437,-74,46.04838056,-118.39150828,0,10,WIFI
D8:B3:70:88:23:D4,WWU-HWauth,[OPEN],2026-03-02 15:50:15,6,2437,-76,46.04838056,-118.39150828,0,10,WIFI
DE:B3:70:88:23:D4,WWU-Guest,[OPEN],2026-03-02 15:50:15,6,2437,-70,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:C3:9F,WWU-HWauth,[OPEN],2026-03-02 15:50:15,6,2437,-63,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:C3:9F,WWU-Guest,[OPEN],2026-03-02 15:50:15,6,2437,-64,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:EB:26,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,6,2437,-82,46.04838056,-118.39150828,0,10,WIFI
7E:A7:41:F4:61:96,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,6,2437,-73,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:C3:9F,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,6,2437,-64,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:E9:BB,WWU-HWauth,[OPEN],2026-03-02 15:50:15,1,2412,-70,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:E9:BB,WWU-Guest,[OPEN],2026-03-02 15:50:15,1,2412,-77,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:E9:BB,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F6:DF,WWU-HWauth,[OPEN],2026-03-02 15:50:15,1,2412,-73,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:FA:75,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,1,2412,-69,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:E9:5C,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,1,2412,-64,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F6:DF,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,1,2412,-70,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:F4:59:F6,WWU-HWauth,[OPEN],2026-03-02 15:50:15,1,2412,-69,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:E9:5C,WWU-Guest,[OPEN],2026-03-02 15:50:15,1,2412,-64,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:E9:5C,WWU-HWauth,[OPEN],2026-03-02 15:50:15,1,2412,-53,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:5A:E9:5C,Resnet,[WPA2],2026-03-02 15:50:15,1,2412,-61,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F8:46,WWU-HWauth,[OPEN],2026-03-02 15:50:15,1,2412,-70,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F8:46,WWU-Guest,[OPEN],2026-03-02 15:50:15,1,2412,-73,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F8:46,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,1,2412,-71,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F6:DF,WWU-Guest,[OPEN],2026-03-02 15:50:15,1,2412,-73,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:5A:F6:DF,Resnet,[WPA2],2026-03-02 15:50:15,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:FA:75,WWU-Guest,[OPEN],2026-03-02 15:50:15,1,2412,-67,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:FA:75,WWU-HWauth,[OPEN],2026-03-02 15:50:15,1,2412,-66,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F3:D9,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,6,2437,-71,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:EB:BA,,[OPEN],2026-03-02 15:50:15,1,2412,-80,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:EB:26,WWU-Guest,[OPEN],2026-03-02 15:50:15,6,2437,-77,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:FA:73,WWU-HWauth,[OPEN],2026-03-02 15:50:15,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
7E:A7:41:F4:59:F6,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:15,1,2412,-67,46.04838056,-118.39150828,0,10,WIFI
76:A7:41:F4:59:F6,WWU-Guest,[OPEN],2026-03-02 15:50:15,1,2412,-67,46.04838056,-118.39150828,0,10,WIFI
4C:19:5D:26:13:A8,KushyKhloe,[WPA2],2026-03-02 15:50:15,1,2412,-83,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F6:E5,WWU-HWauth,[OPEN],2026-03-02 15:50:24,1,2412,-78,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F6:E5,WWU-Guest,[OPEN],2026-03-02 15:50:24,1,2412,-78,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F8:46,WWU-HWauth,[OPEN],2026-03-02 15:50:24,1,2412,-50,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F8:46,WWU-Guest,[OPEN],2026-03-02 15:50:24,1,2412,-51,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:5A:F8:46,Resnet,[WPA2],2026-03-02 15:50:24,1,2412,-58,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F8:46,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:24,1,2412,-51,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F6:DF,WWU-HWauth,[OPEN],2026-03-02 15:50:24,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F6:DF,WWU-Guest,[OPEN],2026-03-02 15:50:24,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
76:A7:41:F4:59:F6,WWU-Guest,[OPEN],2026-03-02 15:50:24,1,2412,-59,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:E9:5C,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:24,1,2412,-72,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:CC:7A,WWU-Guest,[OPEN],2026-03-02 15:50:24,1,2412,-72,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:F4:59:F6,WWU-HWauth,[OPEN],2026-03-02 15:50:24,1,2412,-59,46.04838056,-118.39150828,0,10,WIFI
7A:A7:41:F4:59:F6,Resnet,[WPA2],2026-03-02 15:50:24,1,2412,-57,46.04838056,-118.39150828,0,10,WIFI
7E:A7:41:F4:59:F6,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:24,1,2412,-59,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F0:BD,WWU-Guest,[OPEN],2026-03-02 15:50:24,1,2412,-80,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F0:BD,WWU-HWauth,[OPEN],2026-03-02 15:50:24,1,2412,-84,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:CC:7A,WWU-HWauth,[OPEN],2026-03-02 15:50:24,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:ED:A1,WWU-HWauth,[OPEN],2026-03-02 15:50:24,1,2412,-80,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:ED:A1,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:24,1,2412,-84,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:E9:5C,WWU-HWauth,[OPEN],2026-03-02 15:50:24,1,2412,-62,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:C5:CC,WWU-HWauth,[OPEN],2026-03-02 15:50:24,6,2437,-76,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:C5:CC,WWU-Guest,[OPEN],2026-03-02 15:50:24,6,2437,-75,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:C5:CC,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:24,6,2437,-76,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:C9:9C,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:24,6,2437,-74,46.04838056,-118.39150828,0,10,WIFI
1C:0B:8B:6E:6F:45,WWU-HWauth,[OPEN],2026-03-02 15:50:24,6,2437,-69,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:D4:01:89,,[WPA2],2026-03-02 15:50:24,6,2437,-41,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F0:55,WWU-HWauth,[OPEN],2026-03-02 15:50:24,6,2437,-76,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F0:55,WWU-Guest,[OPEN],2026-03-02 15:50:24,6,2437,-76,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F0:55,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:24,6,2437,-76,46.04838056,-118.39150828,0,10,WIFI
2A:0B:8B:6E:6F:45,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:24,6,2437,-66,46.04838056,-118.39150828,0,10,WIFI
72:A7:41:94:01:89,Nasral Navas,[WPA3],2026-03-02 15:50:24,6,2437,-40,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:C9:9C,WWU-Guest,[OPEN],2026-03-02 15:50:24,6,2437,-74,46.04838056,-118.39150828,0,10,WIFI
22:0B:8B:6E:6F:45,WWU-Guest,[OPEN],2026-03-02 15:50:24,6,2437,-81,46.04838056,-118.39150828,0,10,WIFI
26:39:F9:7C:C1:59,Goreliy Dranik,[WPA2],2026-03-02 15:50:24,6,2437,-26,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:C3:9F,WWU-HWauth,[OPEN],2026-03-02 15:50:24,6,2437,-77,46.04838056,-118.39150828,0,10,WIFI
F6:9F:C2:F7:2C:FC,WWU-Guest,[OPEN],2026-03-02 15:50:24,1,2412,-79,46.04838056,-118.39150828,0,10,WIFI
F0:9F:C2:F7:2C:FC,WWU-HWauth,[OPEN],2026-03-02 15:50:24,1,2412,-79,46.04838056,-118.39150828,0,10,WIFI
FE:9F:C2:F7:2C:FC,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:24,1,2412,-77,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:FA:73,WWU-Guest,[OPEN],2026-03-02 15:50:24,1,2412,-77,46.04838056,-118.39150828,0,10,WIFI
4C:19:5D:26:13:A8,KushyKhloe,[WPA2],2026-03-02 15:50:24,1,2412,-83,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:CC:7A,WWU-HWauth,[OPEN],2026-03-02 15:50:34,1,2412,-79,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:FA:73,WWU-Guest,[OPEN],2026-03-02 15:50:34,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:FA:73,WWU-HWauth,[OPEN],2026-03-02 15:50:34,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:FA:73,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:34,1,2412,-74,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:F4:59:F6,WWU-HWauth,[OPEN],2026-03-02 15:50:34,1,2412,-71,46.04838056,-118.39150828,0,10,WIFI
76:A7:41:F4:59:F6,WWU-Guest,[OPEN],2026-03-02 15:50:34,1,2412,-48,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F8:46,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:34,1,2412,-47,46.04838056,-118.39150828,0,10,WIFI
F6:9F:C2:F7:2C:FC,WWU-Guest,[OPEN],2026-03-02 15:50:34,1,2412,-80,46.04838056,-118.39150828,0,10,WIFI
7E:A7:41:F4:59:F6,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:34,1,2412,-51,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F8:46,WWU-HWauth,[OPEN],2026-03-02 15:50:34,1,2412,-46,46.04838056,-118.39150828,0,10,WIFI
F0:9F:C2:F7:2C:FC,WWU-HWauth,[OPEN],2026-03-02 15:50:34,1,2412,-66,46.04838056,-118.39150828,0,10,WIFI
FE:9F:C2:F7:2C:FC,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:34,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:E9:5C,WWU-HWauth,[OPEN],2026-03-02 15:50:34,1,2412,-71,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:E9:5C,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:34,1,2412,-73,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F8:46,WWU-Guest,[OPEN],2026-03-02 15:50:34,1,2412,-45,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:CC:7A,WWU-Guest,[OPEN],2026-03-02 15:50:34,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:CC:7A,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:34,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F6:E5,WWU-HWauth,[OPEN],2026-03-02 15:50:34,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
F4:E2:C6:D2:8C:1A,WWU-HWauth,[OPEN],2026-03-02 15:50:34,1,2412,-79,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F6:E5,WWU-Guest,[OPEN],2026-03-02 15:50:34,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F6:E5,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:34,1,2412,-73,46.04838056,-118.39150828,0,10,WIFI
4C:19:5D:26:13:A8,KushyKhloe,[WPA2],2026-03-02 15:50:34,1,2412,-78,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:E9:5C,WWU-Guest,[OPEN],2026-03-02 15:50:34,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:5A:F8:46,Resnet,[WPA2],2026-03-02 15:50:34,1,2412,-48,46.04838056,-118.39150828,0,10,WIFI
72:A7:41:94:01:89,Nasral Navas,[WPA3],2026-03-02 15:50:43,6,2437,-29,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:C5:CC,WWU-HWauth,[OPEN],2026-03-02 15:50:43,6,2437,-65,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:C5:CC,WWU-Guest,[OPEN],2026-03-02 15:50:43,6,2437,-63,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:C5:CC,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:43,6,2437,-65,46.04838056,-118.39150828,0,10,WIFI
1C:0B:8B:6E:6F:45,WWU-HWauth,[OPEN],2026-03-02 15:50:43,6,2437,-61,46.04838056,-118.39150828,0,10,WIFI
22:0B:8B:6E:6F:45,WWU-Guest,[OPEN],2026-03-02 15:50:43,6,2437,-58,46.04838056,-118.39150828,0,10,WIFI
26:39:F9:7C:C1:59,Goreliy Dranik,[WPA2],2026-03-02 15:50:43,6,2437,-23,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:D4:01:89,,[WPA2],2026-03-02 15:50:43,6,2437,-28,46.04838056,-118.39150828,0,10,WIFI
2A:0B:8B:6E:6F:45,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:43,6,2437,-61,46.04838056,-118.39150828,0,10,WIFI
5C:FA:25:E8:AB:B6,its for my fish,[WPA2],2026-03-02 15:50:43,1,2412,-82,46.04838056,-118.39150828,0,10,WIFI
F6:9F:C2:F7:2C:FC,WWU-Guest,[OPEN],2026-03-02 15:50:43,1,2412,-81,46.04838056,-118.39150828,0,10,WIFI
F0:9F:C2:F7:2C:FC,WWU-HWauth,[OPEN],2026-03-02 15:50:43,1,2412,-82,46.04838056,-118.39150828,0,10,WIFI
FE:9F:C2:F7:2C:FC,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:43,1,2412,-80,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:FA:73,WWU-Guest,[OPEN],2026-03-02 15:50:43,1,2412,-83,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:FA:73,WWU-HWauth,[OPEN],2026-03-02 15:50:43,1,2412,-82,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:5A:FA:73,Resnet,[WPA2],2026-03-02 15:50:43,1,2412,-72,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:FA:73,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:43,1,2412,-71,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F6:E5,WWU-HWauth,[OPEN],2026-03-02 15:50:43,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F6:E5,WWU-Guest,[OPEN],2026-03-02 15:50:43,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
76:A7:41:F4:59:F6,WWU-Guest,[OPEN],2026-03-02 15:50:43,1,2412,-50,46.04838056,-118.39150828,0,10,WIFI
7E:A7:41:F4:59:F6,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:43,1,2412,-50,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F8:46,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:43,1,2412,-47,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F6:DF,WWU-HWauth,[OPEN],2026-03-02 15:50:43,1,2412,-72,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:ED:A1,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:43,1,2412,-85,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:08:82:97,WWU-HWAuth-PKI,[WPA2],2026-03-02 15:50:43,1,2412,-85,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:CC:7A,WWU-HWauth,[OPEN],2026-03-02 15:50:43,1,2412,-74,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F1:00,WWU-HWauth,[OPEN],2026-03-02 15:50:43,6,2437,-81,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F1:00,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:43,6,2437,-87,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:CC:7A,WWU-Guest,[OPEN],2026-03-02 15:50:43,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F6:E5,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:43,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F8:46,WWU-HWauth,[OPEN],2026-03-02 15:50:43,1,2412,-47,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F8:46,WWU-Guest,[OPEN],2026-03-02 15:50:43,1,2412,-47,46.04838056,-118.39150828,0,10,WIFI
F8:7B:8C:15:F4:31,FBI Surveillance,[WPA2],2026-03-02 15:50:52,9,2452,-60,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:CC:7A,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:52,1,2412,-73,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:FA:73,WWU-Guest,[OPEN],2026-03-02 15:50:52,1,2412,-77,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:FA:73,WWU-HWauth,[OPEN],2026-03-02 15:50:52,1,2412,-81,46.04838056,-118.39150828,0,10,WIFI
